map,solver,k,w,h,seed,status,runtime,throughput,avg_collisions,wall_time
warehouse_optimized,WHCA,100,70,30,42,success,0.6199731,50,0.0,40.5514600276947
warehouse_optimized,WHCA,100,80,5,42,success,0.6200836366666667,300,0.0,197.5194628238678
warehouse_optimized,WHCA,100,80,10,42,success,0.5788635066666665,150,0.0,96.49625515937805
warehouse_optimized,WHCA,100,80,15,42,success,0.58832704,100,0.0,68.08552980422974
warehouse_optimized,WHCA,100,80,20,42,success,0.6382936400000001,75,0.0,57.63307809829712
warehouse_optimized,WHCA,100,80,25,42,success,0.6292148333333334,60,0.0,46.904170989990234
warehouse_optimized,WHCA,100,80,30,42,success,0.64677892,50,0.0,41.42736005783081
warehouse_optimized,ECBS,100,15,5,42,success,0.6509332066666667,300,0.48,206.02107191085815
warehouse_optimized,ECBS,100,15,10,42,success,0.6596006933333333,150,0.5933333333333334,108.63203310966492
warehouse_optimized,ECBS,100,15,15,42,success,0.67027288,100,0.58,76.87937498092651
warehouse_optimized,ECBS,100,40,5,42,timeout,,0,,
warehouse_optimized,ECBS,100,40,10,42,success,1.5475918666666666,150,0.3933333333333333,242.6854121685028
warehouse_optimized,ECBS,100,40,15,42,success,1.6006928000000002,100,0.5,170.29843711853027
warehouse_optimized,ECBS,100,40,20,42,success,1.5987244,75,0.28,129.78089904785156
warehouse_optimized,ECBS,100,40,25,42,success,1.5894795,60,0.45,106.2369921207428
warehouse_optimized,ECBS,100,40,30,42,success,1.5812412,50,0.42,88.55977702140808
warehouse_optimized,ECBS,100,50,5,42,timeout,,0,,
warehouse_optimized,ECBS,100,50,10,42,timeout,,0,,
warehouse_optimized,ECBS,100,50,15,42,success,1.9488198999999997,100,0.43,204.98674201965332
warehouse_optimized,ECBS,100,50,20,42,success,2.1312621333333333,75,0.4,175.74441814422607
warehouse_optimized,ECBS,100,50,25,42,success,2.023078,60,0.55,134.8214979171753
warehouse_optimized,ECBS,100,50,30,42,success,2.0152528000000003,50,0.52,111.56876420974731
warehouse_optimized,ECBS,100,60,5,42,timeout,,0,,
warehouse_optimized,ECBS,100,60,10,42,timeout,,0,,
warehouse_optimized,ECBS,100,60,15,42,success,2.4326409,100,0.39,256.8691771030426
warehouse_optimized,ECBS,100,60,20,42,success,2.3641476000000003,75,0.36,189.6925721168518
warehouse_optimized,ECBS,100,60,25,42,success,2.3916768333333334,60,0.3,155.25048971176147
warehouse_optimized,ECBS,100,60,30,42,success,2.3862234,50,0.34,130.30060482025146
warehouse_optimized,ECBS,100,70,5,42,timeout,,0,,
warehouse_optimized,ECBS,100,70,10,42,timeout,,0,,
warehouse_optimized,ECBS,100,70,15,42,timeout,,0,,
warehouse_optimized,ECBS,100,70,20,42,success,2.7800469333333333,75,0.4266666666666667,221.71564984321594
warehouse_optimized,ECBS,100,70,25,42,success,2.7458651666666665,60,0.4,175.79510521888733
warehouse_optimized,ECBS,100,70,30,42,success,2.7459228,50,0.56,148.15987467765808
warehouse_optimized,ECBS,100,80,5,42,timeout,,0,,
warehouse_optimized,ECBS,100,80,10,42,timeout,,0,,
warehouse_optimized,ECBS,100,80,15,42,timeout,,0,,
warehouse_optimized,ECBS,100,80,20,42,success,3.445503866666667,75,0.44,269.12883973121643
warehouse_optimized,ECBS,100,80,25,42,success,3.6867363333333327,60,0.48333333333333334,13218.625379800797
warehouse_optimized,ECBS,100,80,30,42,success,3.4057581999999997,50,0.4,9679.721719026566
